Unnamed: 0,Link,Title,Subject,Level,What will you learn,des,Title_clean,Subject_clean,Level_clean,des_clean
42,https://online-learning.harvard.edu/course/contractsx-trust-promise-contract?delta=2,Contract Law: From Trust to Promise to Contract,SOCIAL SCIENCES,Intermediate,"A theoretical background of contracts, trust, and promise How to form contracts through valid offer and acceptance Limits to enforcing contracts Issues excusing contractual performance Available remedies for contractual breaches Third parties’ ability to enforce contracts","Learn about contracts from Harvard Law Professor Charles Fried, one of the world’s leading authorities on contract law. Contracts are promises that the law will enforce. But when will the law refuse to honor a promise? What happens when one party does not hold to their part of the deal? This version of the course adds new units on Interpretation, Agency, Partnerships, Corporations, and Government Regulation We are exposed to contracts in all areas of our life — agreeing to terms when downloading a new computer program, hiring a contractor to repair a leaking roof, and even ordering a meal at a restaurant. Knowing the principles of contracts is not just a skill needed by lawyers, it illuminates for everyone a crucial institution that we use all the time and generally take for granted. This contract law course, with new materials and updated case examples, is designed to introduce the range of issues that arise when entering and enforcing contracts. It will provide an introduction to what a contract is and also analyze the purpose and significance of contracts. Then, it will discuss the intent to create legal relations, legality and morality, and the distinction between gifts and bargains. The course also investigates common pitfalls: one-sided promises, mistake, fraud, and frustration. With the knowledge of what makes contracts and how they can go wrong, Professor Fried will discuss remedies and specific performance. Finally, Professor Fried will introduce how contracts can create rights for third parties. The course’s instructor, Charles Fried, has been teaching at Harvard Law School for more than 50 years and has written extensively on contracts. Not only is Professor Fried a leading authority on contract law, but he also utilizes a story-telling approach to explaining the topic, which creates a unique and interesting class experience.",contract law trust promise contract,social sciences,intermediate,learn contracts harvard law professor charles fried world leading authorities contract law contracts promises law enforce law refuse honor promise happens party hold part deal version course adds new units interpretation agency partnerships corporations government regulation exposed contracts areas life agreeing terms downloading new computer program hiring contractor repair leaking roof even ordering meal restaurant knowing principles contracts skill needed lawyers illuminates everyone crucial institution use time generally granted contract law course new materials updated case examples designed introduce range issues arise entering enforcing contracts provide introduction contract analyze purpose significance contracts discuss intent create legal relations legality morality distinction gifts bargains course investigates common pitfalls sided promises mistake fraud frustration knowledge makes contracts go wrong professor fried discuss remedies specific performance finally professor fried introduce contracts create rights third parties course instructor charles fried teaching harvard law school years written extensively contracts professor fried leading authority contract law utilizes story telling approach explaining topic creates unique interesting class experience
43,https://online-learning.harvard.edu/course/general-psychiatric-management-bpd?delta=0,General Psychiatric Management for BPD,HEALTH & MEDICINE,Advanced,Explain the diagnosis to patients and families and establish reasonable expectations for change (psychoeducation) Manage the problem of recurrent suicidality and self-harm while limiting personal burden and liability Expedite alliance-building via use of medications and homework Identify when to prioritize BPD's treatment and when to defer until a comorbid disorder is resolved,"This is HMS CME Online course with faculty from McLean Hospital is targeted to Primary Care and Specialty Physicians, Nurses, Nurse Practitioners, Pharmacists, Physician Assistants, Psychologists, and Social Workers. This course is also of interest to physicians who practice in Psychiatry and Psychology and Mental Health. Select the Take Course button to view additional information on the course registration page.",general psychiatric management bpd,health medicine,advanced,hms cme online course faculty mclean hospital targeted primary specialty physicians nurses nurse practitioners pharmacists physician assistants psychologists social workers course interest physicians practice psychiatry psychology mental health select course button view additional information course registration page
44,https://online-learning.harvard.edu/course/exercising-leadership-foundational-principles?delta=0,Exercising Leadership: Foundational Principles,BUSINESS,Introductory,How to identify and unbundle complex challenges How to understand the role of formal and informal authority How to identify the key perspectives of stakeholders How to build and renew trust relationships How to approach conflict How to implement personal strategies for surviving and thriving amidst change,"The crises of our time generate enormous adaptive challenges for our families, organizations, communities, and societies. The need for leadership that can mobilize people to meet these challenges and improve life is critical. In this introductory course, you will explore strategies for leading in a changing world where adaptive pressures will continue to challenge all of us. You will discover new ways to approach complex organizational systems and take thoughtful action on the work we all face ahead. Most importantly, you will reflect on how to move forward on the leadership challenges you care about most.",exercising leadership foundational principles,business,introductory,crises time generate enormous adaptive challenges families organizations communities societies need leadership mobilize people meet challenges improve life critical introductory course explore strategies leading changing world adaptive pressures continue challenge us discover new ways approach complex organizational systems thoughtful action work ahead importantly reflect move forward leadership challenges
45,https://online-learning.harvard.edu/course/japanese-books-manuscript-print?delta=0,Japanese Books: From Manuscript to Print,HUMANITIES,Introductory,"How to examine Japanese books and scrolls Different types of bindings, scroll formats, printing techniques, and basic terminology Different approaches to visual and textual storytelling Short stories and epic tales— plots, characters, and illustrative devices How to analyze and appreciate illustrated narratives   ","This course expands the definition of the “book” to include scrolls and albums, focusing on the reading experience of a variety of formats in Japan. You will begin by examining rare and beautifully preserved manuscripts in the Harvard Art Museums in an introduction exploring the material properties of Japanese books and scrolls, binding techniques, and important terminology. An examination of the illustrated scroll comes next, through a unit on the short story and visual storytelling in premodern Japan. The course concludes with The Tale of Genji , an overview of how this celebrated epic from the eleventh century was read and illustrated in every conceivable format, from scroll, to album, to printed book, into the modern era. Drawing on the rich collections of Harvard’s libraries and museums, this course is part of a larger series on the history of books, where learners explore the book not merely as a container of content, but as significant physical objects that have shaped the way we understand the world around us.",japanese books manuscript print,humanities,introductory,course expands definition book include scrolls albums focusing reading experience variety formats japan begin examining rare beautifully preserved manuscripts harvard art museums introduction exploring material properties japanese books scrolls binding techniques important terminology examination illustrated scroll comes next unit short story visual storytelling premodern japan course concludes genji overview celebrated epic eleventh century read illustrated every conceivable format scroll album printed book modern drawing rich collections harvard libraries museums course part larger series history books learners explore book merely container content significant physical objects shaped way understand world around us
46,https://online-learning.harvard.edu/course/cs50s-introduction-artificial-intelligence-python?delta=0,CS50's Introduction to Artificial Intelligence with Python,COMPUTER SCIENCE,Introductory,Graph search algorithms Reinforcement learning Machine learning Artificial intelligence principles How to design intelligent systems How to use AI in Python programs,"AI is transforming how we live, work, and play. By enabling new technologies like self-driving cars and recommendation systems or improving old ones like medical diagnostics and search engines, the demand for expertise in AI and machine learning is growing rapidly. This course will enable you to take the first step toward solving important real-world problems and future-proofing your career. CS50’s Introduction to Artificial Intelligence with Python explores the concepts and algorithms at the foundation of modern artificial intelligence, diving into the ideas that give rise to technologies like game-playing engines, handwriting recognition, and machine translation. Through hands-on projects, students gain exposure to the theory behind graph search algorithms, classification, optimization, reinforcement learning, and other topics in artificial intelligence and machine learning as they incorporate them into their own Python programs. By course’s end, students emerge with experience in libraries for machine learning as well as knowledge of artificial intelligence principles that enable them to design intelligent systems of their own. Enroll now to gain expertise in one of the fastest-growing domains of computer science from the creators of one of the most popular computer science courses ever, CS50. You’ll learn the theoretical frameworks that enable these new technologies while gaining practical experience in how to apply these powerful techniques in your work.",introduction artificial intelligence python,computer science,introductory,transforming live work play enabling new technologies like self driving cars recommendation systems improving old ones like medical diagnostics search engines demand expertise machine learning growing rapidly course enable first step toward solving important real world problems future proofing career introduction artificial intelligence python explores concepts algorithms foundation modern artificial intelligence diving ideas give rise technologies like game playing engines handwriting recognition machine translation hands projects students gain exposure theory behind graph search algorithms classification optimization reinforcement learning topics artificial intelligence machine learning incorporate python programs course students emerge experience libraries machine learning well knowledge artificial intelligence principles enable design intelligent systems enroll gain expertise fastest growing domains computer science creators popular computer science courses ever learn theoretical frameworks enable new technologies gaining practical experience apply powerful techniques work
47,https://online-learning.harvard.edu/course/mechanical-ventilation-covid-19?delta=0,Mechanical Ventilation for COVID-19,HEALTH & MEDICINE,Introductory,Principles and physiology of mechanical ventilation Initial ventilator settings and adjusments Troubleshooting the ventilator Ventilating patients in special circumstances including Acute Respiratory Distress Syndrome and Obstructive Lung Disease How to evaluate a patient for extubation readiness and conduct the extubation procedure How standard ventilation practices are different in COVID-19 patients,"This course will help prepare licensed non-ICU hospital clinicians to assist in the operation of a ventilator. Given the increasing number of patients contracting COVID-19 and developing pneumonia, the medical system is, and will continue to be, in dire need of licensed medical professionals who can assist in the operation of mechanical ventilators. This course provides general information about mechanical ventilation. It is intended for licensed medical professionals. Patient needs and clinical care settings vary, and the information provided is not intended as medical, diagnostic or treatment advice. Ventilators should be used under the supervision of a qualified licensed medical professional. Consult the manufacturer’s instructions for the particular device you are using and the product information sheet for any drug administered. This subject is complex and evolving. The authors and providers of this course do not warrant that the information provided is accurate in every respect or complete, and disclaim responsibility for your use and application of the information.",mechanical ventilation covid,health medicine,introductory,course help prepare licensed icu hospital clinicians assist operation ventilator given increasing number patients contracting covid developing pneumonia medical system continue dire need licensed medical professionals assist operation mechanical ventilators course provides general information mechanical ventilation intended licensed medical professionals patient needs clinical settings vary information provided intended medical diagnostic treatment advice ventilators used supervision qualified licensed medical professional consult manufacturer instructions particular device using product information sheet administered subject complex evolving authors providers course warrant information provided accurate every respect complete disclaim responsibility use application information
48,https://online-learning.harvard.edu/course/shakespeare%E2%80%99s-merchant-venice-shylock?delta=1,Shakespeare’s Merchant of Venice: Shylock,HUMANITIES,Introductory,Appreciate Shakespearean dramaturgy and language Identify historical contexts that illuminate Shakespeare’s artistic choices Explore the implications of different theatrical and performance interpretations,"Harvard professor Stephen Greenblatt (John Cogan University Professor of the Humanities) guides learners through an exploration of Shakespeare’s unforgettable character Shylock in The Merchant of Venice and his historical origins. In the first act of William Shakespeare’s The Merchant of Venice, the Jewish moneylender Shylock proposes a “merry sport” to the merchant Antonio: he will lend Antonio the money he needs if Antonio agrees to let Shylock take a pound of his flesh should he default. Shylock calls this contract a “merry bond,” and Shakespeare’s First Folio calls the play a comedy. But what does Shylock want from the bond, and how merry does the play ultimately prove?  This course introduces learners to Jewish history both in Venice and in England, to the ways in which Shakespeare’s own audience might have responded to the play and its genre, and to the history of the play’s production through the twenty-first century.  Learners will also be invited to share their own theatrical interpretations of The Merchant of Venice and to ask how the meaning of a work of art may change in different times, contexts, and cultures. ",shakespeare merchant venice shylock,humanities,introductory,harvard professor stephen greenblatt john cogan university professor humanities guides learners exploration shakespeare unforgettable character shylock merchant venice historical origins first act william shakespeare merchant venice jewish moneylender shylock proposes merry sport merchant antonio lend antonio money needs antonio agrees let shylock pound flesh default shylock calls contract merry bond shakespeare first folio calls play comedy shylock bond merry play ultimately prove course introduces learners jewish history venice england ways shakespeare audience might responded play genre history play production twenty first century learners invited share theatrical interpretations merchant venice ask meaning work art may change different times contexts cultures
49,https://online-learning.harvard.edu/course/shakespeares-othello-moor?delta=1,Shakespeare’s Othello: The Moor,HUMANITIES,Introductory,"Explore storytelling as a motif in Othello Immerse yourself in 400 years of theatrical history View rare books in Harvard's Houghton Library Engage with Shakespearean dramaturgy and language  Discover new operas, plays, and other works inspired by Othello","In this course, we'll read William Shakespeare’s Othello and discuss the play from a variety of perspectives. The goal of the course is not to cover everything that has been written on Othello. Rather, it is to find a single point of entry to help us think about the play as a whole. Our entry point is storytelling.  We'll look at the ways in which Shakespeare's characters tell stories within the play––about themselves, to themselves, and to each other. We'll consider, too, how actors, directors, composers, and other artists tell stories through Othello in performance. By focusing on storytelling, we can see how the play grapples with larger issues including power, identity, and the boundary between fact and fiction. From lectures filmed on-location in Venice, London, and Stratford-upon Avon to conversations with artists, academics, and librarians at Harvard, students will have unprecedented access to a range of resources for ""unlocking"" Shakespeare's classic play.",shakespeare othello moor,humanities,introductory,course read william shakespeare othello discuss play variety perspectives goal course cover everything written othello rather find single point entry help us think play whole entry point storytelling look ways shakespeare characters tell stories within play consider actors directors composers artists tell stories othello performance focusing storytelling see play grapples larger issues including power identity boundary fact fiction lectures filmed location venice london stratford upon avon conversations artists academics librarians harvard students unprecedented access range resources unlocking shakespeare classic play
50,https://online-learning.harvard.edu/course/shakespeares-hamlet-ghost?delta=1,Shakespeare’s Hamlet: The Ghost,HUMANITIES,Introductory,Appreciate Shakespearean dramaturgy and language Identify historical contexts that illuminate Shakespeare’s artistic choices Explore the implications of different theatrical and performance interpretations,"In the first act of William Shakespeare’s Hamlet, the Ghost of the dead King of Denmark appears to his son, setting off a chain of events that culminates in the play’s notoriously bloody finale. But how would this mysterious figure have been understood in Shakespeare’s world? Harvard professor Stephen Greenblatt (John Cogan University Professor of the Humanities) guides learners through an exploration of the Ghost in Hamlet, considering both its uncanny theatrical power and the historical contexts from which it emerged. Learners will be introduced to the narrative sources of Hamlet, the religious convictions that shaped how people in Renaissance England understood the afterlife, and the ways that Shakespeare’s Ghost would have thrilled and challenged its original audience. Learners will also be invited to share their own theatrical interpretations of Hamlet and to consider how the themes of death, mourning, and memory shape Shakespeare’s play as well as their own lives.",shakespeare hamlet ghost,humanities,introductory,first act william shakespeare hamlet ghost dead king denmark appears setting chain events culminates play notoriously bloody finale would mysterious figure understood shakespeare world harvard professor stephen greenblatt john cogan university professor humanities guides learners exploration ghost hamlet considering uncanny theatrical power historical contexts emerged learners introduced narrative sources hamlet religious convictions shaped people renaissance england understood afterlife ways shakespeare ghost would thrilled challenged original audience learners invited share theatrical interpretations hamlet consider themes death mourning memory shape shakespeare play well lives
51,https://online-learning.harvard.edu/tangible-things?delta=0,Tangible Things,HUMANITIES,Introductory,"Understanding of museum curation approaches The basics of historical analysis and interpretation A sense of the work that historians, curators, and collectors perform Strong critical thinking and analytical skills How things that seem to belong to different disciplines actually can “talk” to one another How close looking at even a single object can push beyond academic and disciplinary boundaries","Have you ever wondered about how museum, library, and other kinds of historical or scientific collections all come together? Or how and why curators, historians, archivists, and preservationists do what they do? In Tangible Things, you will discover how material objects have shaped academic disciplines and reinforced or challenged boundaries between people. This course will draw on some of the fascinating items housed at Harvard University, highlighting several to give you a sense of the power of learning through tangible things. By “stepping onto” the storied campus, you and your fellow learners can explore Harvard’s astonishing array of tangible things—books and manuscripts, artworks, scientific specimens, ethnographic artifacts, and historical relics of all sorts. The University not only owns a Gutenberg bible, but it also houses in its collections Turkish sundials, a Chinese crystal ball, a divination basket from Angola, and nineteenth-century “spirit writing” chalked on a child-sized slate. Tucked away in storage cabinets or hidden in closets and the backrooms of its museums and libraries are Henry David Thoreau’s pencil, a life mask of Abraham Lincoln, and chemicals captured from a Confederate ship. The Art Museums not only care for masterpieces of Renaissance painting but also a silver-encrusted cup made from a coconut. The Natural History Museum not only preserves dinosaur bones and a fish robot but an intact Mexican tortilla more than a century old. In the first section of the course, we will consider how a statue, a fish, and a gingham gown have contributed to Harvard’s history. Through these objects, you will learn the value of stopping to look at the things around you. In the next section, we will explore some of the ways people have brought things together into purposeful collections to preserve memory, promote commerce, and define culture. Finally, we will consider methods of rearranging objects to create new ways of thinking about nature, time, and everyday work. Along the way, you will discover new ways of looking at, organizing, and interpreting tangible things in your environment.",tangible things,humanities,introductory,ever wondered museum library kinds historical scientific collections together curators historians archivists preservationists tangible things discover material objects shaped academic disciplines reinforced challenged boundaries people course draw fascinating items housed harvard university highlighting several give sense power learning tangible things stepping onto storied campus fellow learners explore harvard astonishing array tangible things books manuscripts artworks scientific specimens ethnographic artifacts historical relics sorts university owns gutenberg bible houses collections turkish sundials chinese crystal ball divination basket angola nineteenth century spirit writing chalked child sized slate tucked away storage cabinets hidden closets backrooms museums libraries henry david thoreau pencil life mask abraham lincoln chemicals captured confederate ship art museums masterpieces renaissance painting silver encrusted cup made coconut natural history museum preserves dinosaur bones fish robot intact mexican tortilla century old first section course consider statue fish gingham gown contributed harvard history objects learn value stopping look things around next section explore ways people brought things together purposeful collections preserve memory promote commerce define culture finally consider methods rearranging objects create new ways thinking nature time everyday work along way discover new ways looking organizing interpreting tangible things environment
52,https://online-learning.harvard.edu/course/shakespeares-life-and-work?delta=0,Shakespeare's Life and Work,HUMANITIES,Introductory,"The cultural significance of Shakespeare's plays and their performance How Shakespeare’s work was considered in his own time and in the present, in his own country and around the world Different approaches to textual interpretation How to consider authorial intention, historical context, and present relevance How to analyze Shakespeare's plays on the page and in performance Foundational knowledge on Shakespeare that can be applied to his specific works","How do we read Shakespeare? Do his plays belong to the past or the present? To a famed dramatic genius or to readers and audiences around the globe? What do his plays really mean? Moving between the world in which Shakespeare lived and the present day, this course will introduce different kinds of literary analysis that you can use when reading Shakespeare. With short videos filmed on location in England and readings covering topics like Shakespeare's contemporaries and the politics of modern performance, you will learn a range of critical tool that you can use to unlock the meaning and relevance of Shakespeare’s plays. Join us as we visit Stratford-upon-Avon, where Shakespeare was born in 1564; London, the lively city where he began as an actor; and the Globe Theater, where his first plays were performed. This journey through Shakespeare’s life will transport you to another era and will give you a new perspective on his timeless work.",shakespeare life work,humanities,introductory,read shakespeare plays belong past present famed dramatic genius readers audiences around globe plays really mean moving world shakespeare lived present day course introduce different kinds literary analysis use reading shakespeare short videos filmed location england readings covering topics like shakespeare contemporaries politics modern performance learn range critical tool use unlock meaning relevance shakespeare plays join us visit stratford upon avon shakespeare born london lively city began actor globe theater first plays performed journey shakespeare life transport another give new perspective timeless work
53,https://online-learning.harvard.edu/course/chinax-book-club-five-authors-five-books-five-views-china?delta=0,"ChinaX Book Club: Five Authors, Five Books, Five Views of China",HUMANITIES,Introductory,"Survey the transformation of contemporary Chinese literature through direct engagement with five books and author interviews Explore contemporary China from a range of perspectives including politics, ethics, culture, and gender Understand how literature (particularly in the context of China) can become a source of political intervention and articulate tensions between authoritarianism and individual freedom. Develop your own approaches to modern literature, culture, and history via close reading, critical discussion, and analysis Express ideas more clearly and confidently through the study of primary and secondary sources","How can literature and literary analysis allow us to understand the dynamics of contemporary China? **** China’s historical and cultural transformations, and its imaginary and actual engagements in everyday life are vividly dramatized by five Chinese authors featured in this course. Taught by Harvard faculty member Professor David Wang, this course will employ the tools of close reading, discussion, and analysis to explore issues that concern the Chinese people, and ponder the power (and limitations) of literature in imagining China anew. Featured Books and Authors **** China in 10 Words by Yu Hua (ISBN: 978-0-307-73979-7) Red Sorghum: A Novel of China by Mo Yan (ISBN: 978-0-14-016854-9) Lenin's Kisses by Yan Lianke (ISBN: 978-0-8021-2177-6) Waiting by Ha Jin (ISBN: 978-0-375-70641-7) The Song of Everlasting Sorrow by Wang Anyi (ISBN: 978-0231143431) This course features interviews and discussions with the authors. More Information about each of these authors is available in the syllabus.",chinax book club five authors five books five views china,humanities,introductory,literature literary analysis allow us understand dynamics contemporary china china historical cultural transformations imaginary actual engagements everyday life vividly dramatized five chinese authors featured course taught harvard faculty member professor david wang course employ tools close reading discussion analysis explore issues concern chinese people ponder power limitations literature imagining china anew featured books authors china words yu hua isbn red sorghum novel china mo yan isbn lenin kisses yan lianke isbn waiting jin isbn song everlasting sorrow wang anyi isbn course features interviews discussions authors information authors available syllabus
54,https://online-learning.harvard.edu/course/entrepreneurship-in-emerging-economies?delta=0,Entrepreneurship in Emerging Economies,BUSINESS,Introductory,An awareness of the opportunities for entrepreneurship in fast-growing emerging markets An understanding of a conceptual framework for evaluating such opportunities An appreciation of the types of problems that lend themselves to entrepreneurial solutions,"This business and management course, taught by Harvard Business School professor Tarun Khanna, takes an interdisciplinary approach to understanding and solving complex social problems. You will learn about prior attempts to address these problems, identify points of opportunity for smart entrepreneurial efforts, and propose and develop your own creative solutions. The focus of this course is on individual agency—what can you do to address a defined problem? While we will use the lens of health to explore entrepreneurial opportunities, you will learn how both problems and solutions are inevitably of a multi-disciplinary nature, and we will draw on a range of sectors and fields of study.",entrepreneurship emerging economies,business,introductory,business management course taught harvard business school professor tarun khanna takes interdisciplinary approach understanding solving complex social problems learn prior attempts address problems identify points opportunity smart entrepreneurial efforts propose develop creative solutions focus course individual agency address defined problem use lens health explore entrepreneurial opportunities learn problems solutions inevitably disciplinary nature draw range sectors fields study
55,https://online-learning.harvard.edu/course/18th-century-opera-handel-mozart?delta=1,18th-Century Opera: Handel & Mozart,ART & DESIGN,Introductory,How singers and the orchestra interact How performances of these works have changed since their premieres The basic structures of Baroque opera Essential characteristics of Classical music Mozart’s techniques for representing characters through music How to compare the social and cultural contexts of the two premieres,"In this breathtaking course, you'll get to know the music of two beautiful operas — both in their spellbinding artistry and colorful histories. First, you'll travel to London in 1724, where George Frideric Handel premiered his most famous opera, Giulio Cesare. Meet the performers and experience what it was like to attend the first production, all while gaining an appreciation for the typical characteristics of Italian opera represented in this popular Baroque opera seria. Then fast-forward 63 years to the Estates Theatre in Prague for the premiere of Wolfgang Amadeus Mozart’s enduring classic, Don Giovanni. Learn about the challenges Mozart faced during the rehearsal process and the revolutionary relationship he created between music and drama in this opera.",century opera handel mozart,art design,introductory,breathtaking course get know music two beautiful operas spellbinding artistry colorful histories first travel london george frideric handel premiered famous opera giulio cesare meet performers experience like attend first production gaining appreciation typical characteristics italian opera represented popular baroque opera fast forward years estates theatre prague premiere wolfgang amadeus mozart enduring classic giovanni learn challenges mozart faced rehearsal process revolutionary relationship created music drama opera
56,https://online-learning.harvard.edu/course/19th-century-opera-meyerbeer-wagner-verdi?delta=1,"19th-Century Opera: Meyerbeer, Wagner, & Verdi",ART & DESIGN,Introductory,The technologies behind 1830s French opera performances The relationships among major players in the premiere of Les Huguenots How Romanticism differed from the optimism of the Enlightenment The different singing styles in French Grand Opera Innovations in staging between the three periods of opera How Wagner represented characters and situations with musical themes,"Travel through central Europe in the 1800s to experience the premieres of Meyerbeer’s Les Huguenots, Wagner’s Das Rheingold, and Verdi’s Otello. A complement to our course on 18th-century opera, you’ll be introduced to opera through an in-depth study of these canonical works. You’ll learn about the musical details of each opera and the cultural influence of the works by understanding the circumstances of its composition, premiere performance, and its legacy and significance today. First, step inside the Paris Opéra in 1836 for the premiere performance of Giacomo Meyerbeer’s grand opera Les Huguenots. Go behind the scenes to discover the people and technology that made this type of opera such a thrilling combination of music and spectacle, important in its time but little-known today. You’ll learn about the characteristics of opera from this period, those involved in producing the premiere, and the social context surrounding Les Huguenots. Then, journey to Bayreuth in 1876 for the first production of Richard Wagner’s Das Rheingold, the opening opera of his four-part saga Der Ring des Nibelungen. Discover how Wagner used musical themes to tell this mythical story and learn about the advancements in stage technology that brought this work to life. Finally, travel to Milan in 1887 for the premiere of Giuseppe Verdi’s second-to-last opera, Otello. Learn how Verdi’s musical approach to this Shakespearean tragedy, his first opera after a fifteen-year hiatus, was influenced by the operatic innovations of his contemporary, Richard Wagner. Enroll now to get to know the music of these three amazing operas, the 19th-century cultural context in which they were performed, and how they remain relevant in today’s complex musical landscape.",century opera meyerbeer wagner verdi,art design,introductory,travel central europe experience premieres meyerbeer huguenots wagner rheingold verdi otello complement course century opera introduced opera depth study canonical works learn musical details opera cultural influence works understanding circumstances composition premiere performance legacy significance today first step inside paris opéra premiere performance giacomo meyerbeer grand opera huguenots go behind scenes discover people technology made type opera thrilling combination music spectacle important time little known today learn characteristics opera period involved producing premiere social context surrounding huguenots journey bayreuth first production richard wagner rheingold opening opera four part saga ring nibelungen discover wagner used musical themes tell mythical story learn advancements stage technology brought work life finally travel milan premiere giuseppe verdi second last opera otello learn verdi musical approach shakespearean tragedy first opera fifteen year hiatus influenced operatic innovations contemporary richard wagner enroll get know music three amazing operas century cultural context performed remain relevant today complex musical landscape
57,https://online-learning.harvard.edu/course/bioethics-law-medicine-and-ethics-reproductive-technologies-and-genetics?delta=1,"Bioethics: The Law, Medicine, and Ethics of Reproductive Technologies and Genetics",HUMANITIES,Introductory,"How the reproductive technology industry works, and issues raised related to buying and selling human reproductive materials The law and ethics of surrogacy Civil lawsuits when things go wrong with reproductive technology: wrongful birth and wrongful life lawsuits The law and ethics of sperm donation and the legal status of sperm donors, and of mixing human and animal genetic material Ethical and legal issues raised by human enhancement The ownership of human tissue and its underlying genetic information","Bioethics provides an overview of the legal, medical, and ethical questions around reproduction and human genetics and how to apply legal reasoning to these questions. This law course includes interviews with individuals who have used surrogacy and sperm donation, with medical professionals who are experts in current reproductive technologies like In Vitro Fertilization and Preimplantation Genetic Diagnosis, and bioethicists and journalists who study the ownership and use of genetic information within human tissue. Additional Harvard colleagues will also share with you their thoughts on topics such as disability law as it relates to reproductive technology. While the law and ethics surrounding these technologies are a central component to this course, we also show you examples of the deeply personal and human side of these issues. Throughout the course, and with the help of law students, we will discuss leading legal cases in this field, which will illuminate the types of questions the law has struggled with – stretching and evolving over time. From the famous Baby M surrogacy case, to cases on the paternity of sperm donors, to a case related to the ownership of human tissue turned into a commercial product, and others. We will show you the ethical, legal, and rhetorical underpinnings, which have served as the basis for various court decisions over the past 20 or 30 years. We will also explore potential future technologies and their implications for society: genetic enhancements to increase our intelligence, let us live a hundred years longer, or make us immune to diseases – and the possibility of creating animal-human hybrids, for example a mouse with a humanized brain. The content within this course is intended to be instructive, and show how legal reasoning has been applied, or could be applied, to questions related to parenthood, reproduction, and other issues surrounding human genetic material. The material organized within this course should be considered an authoritative overview, but is not intended to serve as medical or legal advice. This course is designed for a diverse audience including, but not limited to, law students, prospective law students, medical professionals, as well as members of the general public interested in questions and topics related to surrogacy, parenthood, genetic and reproductive technology, ownership of genetic material, and more. You do not need any background in law, medicine, philosophy, or really any subject to enjoy this course. This course is meant to be an introduction for anyone interested in these topics.",bioethics law medicine ethics reproductive technologies genetics,humanities,introductory,bioethics provides overview legal medical ethical questions around reproduction human genetics apply legal reasoning questions law course includes interviews individuals used surrogacy sperm donation medical professionals experts current reproductive technologies like vitro fertilization preimplantation genetic diagnosis bioethicists journalists study ownership use genetic information within human tissue additional harvard colleagues share thoughts topics disability law relates reproductive technology law ethics surrounding technologies central component course show examples deeply personal human side issues throughout course help law students discuss leading legal cases field illuminate types questions law struggled stretching evolving time famous baby surrogacy case cases paternity sperm donors case related ownership human tissue turned commercial product others show ethical legal rhetorical underpinnings served basis various court decisions past years explore potential future technologies implications society genetic enhancements increase intelligence let us live hundred years longer make us immune diseases possibility creating animal human hybrids example mouse humanized brain content within course intended instructive show legal reasoning applied could applied questions related parenthood reproduction issues surrounding human genetic material material organized within course considered authoritative overview intended serve medical legal advice course designed diverse audience including limited law students prospective law students medical professionals well members general public interested questions topics related surrogacy parenthood genetic reproductive technology ownership genetic material need background law medicine philosophy really subject enjoy course course meant introduction anyone interested topics
58,https://online-learning.harvard.edu/course/rhetoric-art-persuasive-writing-and-public-speaking?delta=1,Rhetoric: The Art of Persuasive Writing and Public Speaking,HUMANITIES,Introductory,When and how to employ a variety of rhetorical devices in writing and speaking How to differentiate between argument and rhetorical technique How to write a persuasive opinion editorial and short speech How to evaluate the strength of an argument How to identify logical fallacies in arguments,"We are living in a contentious time in history. Fundamental disagreements on critical political issues make it essential to learn how to make an argument and analyze the arguments of others. This ability will help you engage in civil discourse and make effective changes in society. Even outside the political sphere, conveying a convincing message can benefit you throughout your personal, public, and professional lives. This course is an introduction to the theory and practice of rhetoric, the art of persuasive writing and speech. In it, you will learn to construct and defend compelling arguments, an essential skill in many settings. We will be using selected addresses from prominent twentieth-century Americans — including Martin Luther King Jr., John F. Kennedy, Margaret Chase Smith, Ronald Reagan, and more — to explore and analyze rhetorical structure and style. Through this analysis, you will learn how speakers and writers persuade an audience to adopt their point of view. Built around Harvard Professor James Engell’s on-campus course, “Elements of Rhetoric,” this course will help you analyze and apply rhetorical structure and style, appreciate the relevance of persuasive communication in your own life, and understand how to persuade and recognize when someone is trying to persuade you. You will be inspired to share your viewpoint and discover the most powerful ways to convince others to champion your cause. Join us to find your voice!",rhetoric art persuasive writing public speaking,humanities,introductory,living contentious time history fundamental disagreements critical political issues make essential learn make argument analyze arguments others ability help engage civil discourse make effective changes society even outside political sphere conveying convincing message benefit throughout personal public professional lives course introduction theory practice rhetoric art persuasive writing speech learn construct defend compelling arguments essential skill many settings using selected addresses prominent twentieth century americans including martin luther king jr john f kennedy margaret chase smith ronald reagan explore analyze rhetorical structure style analysis learn speakers writers persuade audience adopt point view built around harvard professor james engell campus course elements rhetoric course help analyze apply rhetorical structure style appreciate relevance persuasive communication life understand persuade recognize someone trying persuade inspired share viewpoint discover powerful ways convince others champion cause join us find voice
